ABS_TIME,CMD,ACT_TO_ACT,PRE_TO_ACT,CMD_TO_PRE,ACT_TO_PRE,RD_16,RD_32,WR_16,WR_32,CMD_UTIL,OPEN_rdutil,OPEN_wrutil,OPENRD_distutil,OPENWR_distutil,Z_act2act
1181348900,ACTV,2132100,1475900,0,0,0,0,0,0,0,0,0,0,0,-0.19023463522666723
1188947000,ACTV,0,58418700,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1189621300,PREpb,0,0,616600,674300,1,1,0,0,14,0.046875,0.0,1.0,0,-0.21946599565125405
1189865300,ACTV,30289600,29647300,0,0,0,0,0,0,0,0,0,0,0,0.1958082479192001
1190091300,ACTV,0,470000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1190765300,PREpb,0,0,616400,674000,1,1,0,0,16,0.046875,0.0,1.0,0,-0.21946599565125405
1191589700,PREpb,0,0,669100,1724400,0,1,0,2,6,0.03125,0.0625,0,1.0,-0.21946599565125405
1192010700,ACTV,2145400,421000,0,0,0,0,0,0,0,0,0,0,0,-0.19005229054600167
1192684200,PREpb,0,0,615900,673500,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1193765700,ACTV,0,1081500,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1194439500,PREpb,0,0,616300,673800,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1195290700,ACTV,31535400,36694800,0,0,0,0,0,0,0,0,0,0,0,0.21288832334575153
1195964500,PREpb,0,0,616200,673800,2,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1197169900,ACTV,0,1205400,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1197843500,PREpb,0,0,616000,673600,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1198751800,ACTV,17402900,18878800,0,0,0,0,0,0,0,0,0,0,0,0.01912996248065448
1199425700,PREpb,0,0,616300,673900,2,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1202555000,ACTV,0,3129300,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1203210900,PREpb,0,0,633700,655900,0,1,0,0,24,0.03125,0.0,0,0,-0.21946599565125405
1204203600,ACTV,0,59717200,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1204859700,PREpb,0,0,633900,656100,0,2,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
1205826200,ACTV,0,966500,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1206517500,PREpb,0,0,633700,691300,0,2,0,0,10,0.0625,0.0,1.0,0,-0.21946599565125405
1207546300,ACTV,0,57744900,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1208220100,PREpb,0,0,616300,673800,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1209425200,ACTV,0,1205100,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1210081300,PREpb,0,0,634000,656100,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
1211056500,ACTV,0,57925000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1211730300,PREpb,0,0,616200,673800,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1212718800,ACTV,0,988500,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1213361900,PREpb,0,0,620900,643100,1,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
1216734900,ACTV,19565000,18891400,0,0,0,0,0,0,0,0,0,0,0,0.048772626696216216
1217377600,PREpb,0,0,620600,642700,1,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
1218064700,ACTV,0,687100,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1218720700,PREpb,0,0,633900,656000,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
1219864200,ACTV,26098500,25424700,0,0,0,0,0,0,0,0,0,0,0,0.13834773730736863
1220506700,PREpb,0,0,620300,642500,1,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
1221025400,ACTV,2960700,2304700,0,0,0,0,0,0,0,0,0,0,0,-0.1788744245199402
1221716900,PREpb,0,0,669300,691500,0,0,0,1,8,0.0,0.03125,0,0,-0.21946599565125405
1241343000,ACTV,38788000,38132100,0,0,0,0,0,0,0,0,0,0,0,0.31232238582657257
1241985700,PREpb,0,0,620600,642700,1,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
1246604700,ACTV,264323100,324008000,0,0,0,0,0,0,0,0,0,0,0,3.404437106756751
1247247400,PREpb,0,0,620600,642700,2,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
1247921000,ACTV,0,57155700,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1248595000,PREpb,0,0,616400,674000,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1249605800,ACTV,0,1010800,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1249831800,PREpb,0,0,168400,226000,1,1,0,0,18,0.046875,0.0,1.0,0,-0.21946599565125405
1251924600,PREpb,0,0,32038200,32060400,0,0,0,0,12,0.015625,0.0,0,0,-0.21946599565125405
1253134900,ACTV,33270700,1210300,0,0,0,0,0,0,0,0,0,0,0,0.2366795056283769
1253808700,PREpb,0,0,616200,673800,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1254783900,ACTV,33758500,33067000,0,0,0,0,0,0,0,0,0,0,0,0.24336730526962894
1255475200,PREpb,0,0,633800,691300,0,2,0,0,10,0.0625,0.0,1.0,0,-0.21946599565125405
1256445900,ACTV,0,970700,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1257101700,PREpb,0,0,633600,655800,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
1258285100,ACTV,16942100,16299400,0,0,0,0,0,0,0,0,0,0,0,0.012812336251279866
1258958300,PREpb,0,0,615700,673200,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1261999300,ACTV,0,3041000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1262673300,PREpb,0,0,616300,674000,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1263563900,ACTV,0,57046400,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1264237800,PREpb,0,0,616200,673900,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1265243500,ACTV,0,1005700,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1267149800,ACTV,0,57068500,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1267841400,PREpb,0,0,634000,691600,0,2,0,0,16,0.0625,0.0,1.0,0,-0.21946599565125405
1268785700,ACTV,0,944300,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1270434500,ACTV,0,57072600,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1271108200,PREpb,0,0,616000,673700,1,1,0,0,16,0.046875,0.0,1.0,0,-0.21946599565125405
1272149900,ACTV,0,1041700,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1272792900,PREpb,0,0,620700,643000,1,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
1275820400,ACTV,19374500,18718700,0,0,0,0,0,0,0,0,0,0,0,0.04616084762352554
1276463300,PREpb,0,0,620900,642900,1,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
1277620300,ACTV,0,1157000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1278262900,PREpb,0,0,620400,642600,1,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
1308533000,ACTV,0,58701200,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1309206900,PREpb,0,0,616300,673900,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1309845400,ACTV,0,638500,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1310519000,PREpb,0,0,616000,673600,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1311498300,ACTV,0,57689600,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1312171800,PREpb,0,0,616000,673500,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1313368300,ACTV,0,1196500,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1314042200,PREpb,0,0,616300,673900,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1315031300,ACTV,37411000,36768400,0,0,0,0,0,0,0,0,0,0,0,0.29344354182082416
1315722800,PREpb,0,0,633900,691500,0,2,0,0,10,0.0625,0.0,1.0,0,-0.21946599565125405
1316684500,ACTV,0,961700,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1317358300,PREpb,0,0,616200,673800,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1320385500,ACTV,0,57712200,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1321059300,PREpb,0,0,616200,673800,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1322047500,ACTV,0,988200,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1322721300,PREpb,0,0,616200,673800,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1323918300,ACTV,0,59680500,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1324609800,PREpb,0,0,633900,691500,1,3,0,0,10,0.0625,0.0,1.0,0,-0.21946599565125405
1325571800,ACTV,0,962000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1326263000,PREpb,0,0,633600,691200,0,2,0,0,10,0.0625,0.0,1.0,0,-0.21946599565125405
1327233300,ACTV,0,59391900,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1327906700,PREpb,0,0,615700,673400,2,2,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1329099000,ACTV,0,1192300,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1329772600,PREpb,0,0,616100,673600,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1330238000,ACTV,20392600,19719000,0,0,0,0,0,0,0,0,0,0,0,0.060119127276577394
1330304600,ACTV,13620100,12946300,0,0,0,0,0,0,0,0,0,0,0,-0.03273270353600847
1330756700,ACTV,0,57963800,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1331319800,PREpb,0,0,669400,1015200,0,0,0,8,40,0.0,0.25,0,1.0,-0.21946599565125405
1331430500,PREpb,0,0,616200,673800,1,1,0,0,4,0.046875,0.0,1.0,0,-0.21946599565125405
1331514600,PREpb,0,0,655900,1276600,0,0,0,5,4,0.0,0.15625,0,3.5,-0.21946599565125405
1331541200,ACTV,0,221400,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1331807000,ACTV,0,292400,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1332489900,PREpb,0,0,669600,948700,1,0,0,1,14,0.015625,0.03125,0,0,-0.21946599565125405
1332503100,PREpb,0,0,647300,696100,0,0,0,1,4,0.0,0.03125,0,0,-0.21946599565125405
1332569500,ACTV,0,1139000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1332680300,ACTV,0,190400,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1333212400,PREpb,0,0,620700,642900,1,0,0,0,18,0.015625,0.0,0,0,-0.21946599565125405
1334347100,PREpb,0,0,651700,1666800,3,0,4,0,10,0.03125,0.046875,1.0,1.0,-0.21946599565125405
1336696400,PREpb,0,0,3001000,4016100,0,0,0,0,4,0.03125,0.046875,1.0,1.0,-0.21946599565125405
1337906500,ACTV,5226200,1210100,0,0,0,0,0,0,0,0,0,0,0,-0.14781413323815162
1338535800,PREpb,0,0,607200,629300,1,0,0,0,18,0.015625,0.0,0,0,-0.21946599565125405
1350302800,ACTV,12396300,11767000,0,0,0,0,0,0,0,0,0,0,0,-0.04951115618251162
1351410900,PREpb,0,0,651600,1108100,1,0,1,3,18,0.015625,0.109375,0,1.0,-0.21946599565125405
1353573800,ACTV,40205500,39531600,0,0,0,0,0,0,0,0,0,0,0,0.331756489950137
1354216800,PREpb,0,0,620800,643000,1,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
1354717700,ACTV,0,3306800,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1356982300,PREpb,0,0,17800,2264600,7,1,2,0,26,0.0625,0.03125,2.9285714285714284,1.0,-0.21946599565125405
1357008900,ACTV,2291200,26600,0,0,0,0,0,0,0,0,0,0,0,-0.1880533541218636
1357376900,PREpb,0,0,345800,368000,1,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
1357403500,ACTV,394600,26600,0,0,0,0,0,0,0,0,0,0,0,-0.2140559797872974
1358706800,ACTV,33135000,32443800,0,0,0,0,0,0,0,0,0,0,0,0.23481904148053373
1358737800,ACTV,112133100,111490400,0,0,0,0,0,0,0,0,0,0,0,1.3178929751410342
1359380600,PREpb,0,0,616200,642800,1,0,0,0,30,0.015625,0.0,0,0,-0.21946599565125405
1359487100,PREpb,0,0,634000,780300,0,4,0,0,4,0.125,0.0,1.6666666666666667,0,-0.21946599565125405
1362553900,PREpb,0,0,70900,5150400,12,1,0,0,32,0.0625,0.0,0.20833333333333334,0,-0.21946599565125405
1362935300,ACTV,0,381400,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1365746200,ACTV,7039400,6259100,0,0,0,0,0,0,0,0,0,0,0,-0.12295493211162807
1366371200,PREpb,0,0,602800,625000,0,1,0,0,32,0.03125,0.0,0,0,-0.21946599565125405
1367403800,PREpb,0,0,616000,4468500,9,1,0,0,6,0.046875,0.0,0.16666666666666666,0,-0.21946599565125405
1367585600,ACTV,0,1214400,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1368259600,PREpb,0,0,616400,674000,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1369234800,ACTV,47187300,46513500,0,0,0,0,0,0,0,0,0,0,0,0.4274778502110912
1369429800,ACTV,40330800,39657200,0,0,0,0,0,0,0,0,0,0,0,0.33347436878377557
1369709000,ACTV,0,2305200,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1369877400,PREpb,0,0,585100,642600,1,1,0,0,30,0.046875,0.0,1.0,0,-0.21946599565125405
1370316200,PREpb,0,0,669200,886400,0,0,0,5,6,0.0,0.15625,0,1.25,-0.21946599565125405
1370653100,PREpb,0,0,651700,944100,1,0,1,2,4,0.015625,0.078125,0,1.25,-0.21946599565125405
1370967800,ACTV,0,1090400,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1371641500,PREpb,0,0,616000,673700,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1372767300,ACTV,40197800,39554900,0,0,0,0,0,0,0,0,0,0,0,0.33165092197712015
1373427900,PREpb,0,0,603000,660600,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1374522800,ACTV,0,1094900,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1375214500,PREpb,0,0,634100,691700,0,2,0,0,10,0.0625,0.0,1.0,0,-0.21946599565125405
1380228000,ACTV,10798200,9911800,0,0,0,0,0,0,0,0,0,0,0,-0.07142130912774505
1380902000,PREpb,0,0,616300,674000,1,1,0,0,26,0.046875,0.0,1.0,0,-0.21946599565125405
1381598000,ACTV,49791000,49094900,0,0,0,0,0,0,0,0,0,0,0,0.46317490622980356
1382271800,PREpb,0,0,616200,673800,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1383353000,ACTV,0,1081200,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1384044400,PREpb,0,0,633700,691400,0,2,0,0,10,0.0625,0.0,1.0,0,-0.21946599565125405
1385130400,ACTV,26392600,25749800,0,0,0,0,0,0,0,0,0,0,0,0.14237988547155933
1385821900,PREpb,0,0,633900,691500,0,2,0,0,10,0.0625,0.0,1.0,0,-0.21946599565125405
1386672900,ACTV,0,851000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1387329000,PREpb,0,0,634000,656100,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
1388348300,ACTV,0,17695200,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1388547700,PREpb,0,0,70900,199400,0,0,0,4,14,0.0,0.125,0,1.0,-0.21946599565125405
1388574300,ACTV,226000,26600,0,0,0,0,0,0,0,0,0,0,0,-0.2163675070925764
1388649600,PREpb,0,0,17700,75300,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1388676200,ACTV,101900,26600,0,0,0,0,0,0,0,0,0,0,0,-0.21806893377457595
1389642300,PREpb,0,0,651500,966100,1,0,1,0,10,0.015625,0.015625,0,0,-0.21946599565125405
1390209900,ACTV,1533700,567600,0,0,0,0,0,0,0,0,0,0,0,-0.1984387748439801
1390866100,PREpb,0,0,634000,656200,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
1391752500,ACTV,17229700,16538000,0,0,0,0,0,0,0,0,0,0,0,0.016755368594092667
1391987400,ACTV,38413600,37770600,0,0,0,0,0,0,0,0,0,0,0,0.30718931451520565
1392364200,ACTV,2154300,1498100,0,0,0,0,0,0,0,0,0,0,0,-0.18993027042134578
1392572600,PREpb,0,0,518700,820100,1,0,1,0,20,0.015625,0.015625,0,0,-0.21946599565125405
1392603700,PREpb,0,0,594100,616300,1,0,0,0,6,0.015625,0.0,0,0,-0.21946599565125405
1393463600,PREpb,0,0,487600,1099400,2,0,2,0,18,0.03125,0.03125,1.0,1.0,-0.21946599565125405
1395715200,ACTV,0,3111500,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1396371400,PREpb,0,0,634100,656200,0,1,0,0,12,0.03125,0.0,0,0,-0.21946599565125405
1396509000,ACTV,0,3045400,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1397218000,ACTV,16990000,16316000,0,0,0,0,0,0,0,0,0,0,0,0.013469051304203138
1397829900,PREpb,0,0,589700,611900,1,0,0,0,18,0.015625,0.0,0,0,-0.21946599565125405
1408866800,PREpb,0,0,57700,12357800,27,3,0,0,68,0.109375,0.0,0.15517241379310345,0,-0.21946599565125405
1409234600,ACTV,0,367800,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1414537400,PREpb,0,0,616400,5302800,11,1,0,0,34,0.046875,0.0,0.13636363636363635,0,-0.21946599565125405
1415539300,ACTV,0,1001900,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1417649400,PREpb,0,0,669600,2110100,1,0,1,9,28,0.015625,0.296875,0,2.2777777777777777,-0.21946599565125405
1418965700,ACTV,32292800,31636700,0,0,0,0,0,0,0,0,0,0,0,0.2232723730552314
1419608600,PREpb,0,0,620700,642900,1,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
1426500600,ACTV,0,58241000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1427160800,PREpb,0,0,602500,660200,1,1,0,0,16,0.046875,0.0,1.0,0,-0.21946599565125405
1428419700,PREpb,0,0,1861400,1919100,0,0,0,0,8,0.046875,0.0,1.0,0,-0.21946599565125405
1429625400,ACTV,0,57983900,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1430299200,PREpb,0,0,616100,673800,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1431185700,ACTV,0,886500,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1431850700,PREpb,0,0,607300,665000,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1433091600,ACTV,41339100,40519000,0,0,0,0,0,0,0,0,0,0,0,0.3472982891984423
1433765700,PREpb,0,0,616400,674100,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1434723000,ACTV,0,957300,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1435397000,PREpb,0,0,616400,674000,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1436359400,ACTV,39141400,38529500,0,0,0,0,0,0,0,0,0,0,0,0.317167544484257
1437033100,PREpb,0,0,616100,673700,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1440082000,ACTV,0,3048900,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1440738400,PREpb,0,0,634100,656400,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
1441115200,ACTV,9929500,9264500,0,0,0,0,0,0,0,0,0,0,0,-0.08333129590174186
1441806900,PREpb,0,0,669500,691700,0,0,0,1,8,0.0,0.03125,0,0,-0.21946599565125405
1441842400,ACTV,0,57798000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1442516300,PREpb,0,0,616300,673900,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1444249200,PREpb,0,0,2349200,2406800,0,0,0,0,4,0.046875,0.0,1.0,0,-0.21946599565125405
1445250700,ACTV,26285000,25642100,0,0,0,0,0,0,0,0,0,0,0,0.14090467587459599
1445942600,PREpb,0,0,634100,691900,0,2,0,0,10,0.0625,0.0,1.0,0,-0.21946599565125405
1447041700,ACTV,0,1099100,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1447698200,PREpb,0,0,634300,656500,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
1448709400,ACTV,33170100,31060000,0,0,0,0,0,0,0,0,0,0,0,0.23530026691597436
1449382500,PREpb,0,0,615600,673100,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1450366900,ACTV,0,984400,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1451009800,PREpb,0,0,620700,642900,1,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
1454055300,ACTV,0,57683900,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1454698100,PREpb,0,0,620700,642800,1,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
1455849900,ACTV,0,1151800,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1456510400,PREpb,0,0,602800,660500,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1457366200,ACTV,1516300,855800,0,0,0,0,0,0,0,0,0,0,0,-0.19867733104274554
1457468200,ACTV,17386200,16729800,0,0,0,0,0,0,0,0,0,0,0,0.018901003370345112
1458110800,PREpb,0,0,620400,642600,1,0,0,0,14,0.015625,0.0,0,0,-0.21946599565125405
1460451100,PREpb,0,0,669200,3084900,0,3,0,2,10,0.09375,0.0625,2.0,4.0,-0.21946599565125405
1462175000,ACTV,0,1723900,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1478647000,ACTV,31605300,30948800,0,0,0,0,0,0,0,0,0,0,0,0.21384666117872306
1484041800,ACTV,42199400,39792600,0,0,0,0,0,0,0,0,0,0,0,0.35909311091096613
1484103800,ACTV,33736900,33094000,0,0,0,0,0,0,0,0,0,0,0,0.243071166540127
1484698000,PREpb,0,0,634100,656200,0,1,0,0,20,0.03125,0.0,0,0,-0.21946599565125405
1484782200,PREpb,0,0,656300,678400,0,0,0,1,4,0.0,0.03125,0,0,-0.21946599565125405
1485460300,ACTV,0,57040600,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1486133800,PREpb,0,0,615900,673500,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1487161700,ACTV,0,1027900,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1487343500,PREpb,0,0,124200,181800,1,1,0,0,18,0.046875,0.0,1.0,0,-0.21946599565125405
1489142800,ACTV,48027600,47335900,0,0,0,0,0,0,0,0,0,0,0,0.4389984693962984
1489816600,PREpb,0,0,616200,673800,1,1,0,0,18,0.046875,0.0,1.0,0,-0.21946599565125405
1490716200,ACTV,0,899600,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1491376500,PREpb,0,0,602600,660300,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1492187800,ACTV,30012800,31736700,0,0,0,0,0,0,0,0,0,0,0,0.19201328494113826
1492391700,ACTV,0,56994700,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1492879400,PREpb,0,0,669500,691600,0,1,0,1,14,0.0,0.03125,0,0,-0.21946599565125405
1493065600,PREpb,0,0,616200,673900,1,1,0,0,4,0.046875,0.0,1.0,0,-0.21946599565125405
1493211900,ACTV,9108100,8429700,0,0,0,0,0,0,0,0,0,0,0,-0.09459279369863488
1493974100,PREpb,0,0,633700,762200,0,1,0,1,10,0.03125,0.03125,0,0,-0.21946599565125405
1494204500,ACTV,0,1138900,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1494244400,ACTV,0,270300,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1494877900,PREpb,0,0,615800,673400,1,1,0,0,14,0.046875,0.0,1.0,0,-0.21946599565125405
1494962200,PREpb,0,0,655800,717800,0,0,0,1,4,0.0,0.03125,0,0,-0.21946599565125405
1495813800,ACTV,38345600,37703000,0,0,0,0,0,0,0,0,0,0,0,0.30625702592232923
1496487800,PREpb,0,0,616400,674000,1,1,0,1,10,0.046875,0.0,1.0,0,-0.21946599565125405
1499502600,ACTV,0,3014800,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1500176000,PREpb,0,0,615800,673400,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1501195500,ACTV,17153700,16497500,0,0,0,0,0,0,0,0,0,0,0,0.015713398990289562
1501887000,PREpb,0,0,633800,691500,0,2,0,0,10,0.0625,0.0,1.0,0,-0.21946599565125405
1502862100,ACTV,0,975100,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1503553700,PREpb,0,0,633900,691600,0,2,0,0,10,0.0625,0.0,1.0,0,-0.21946599565125405
1504772800,ACTV,26125800,57074600,0,0,0,0,0,0,0,0,0,0,0,0.1387220237571558
1505464100,PREpb,0,0,633800,691300,1,2,0,0,10,0.0625,0.0,1.0,0,-0.21946599565125405
1506412900,ACTV,0,948800,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1507069100,PREpb,0,0,634000,656200,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
1508075100,ACTV,13830700,13112900,0,0,0,0,0,0,0,0,0,0,0,-0.029845350923364603
1508748800,PREpb,0,0,616000,673700,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
1509918800,ACTV,0,1170000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1510561700,PREpb,0,0,620700,642900,1,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
1513562900,ACTV,21375100,20683500,0,0,0,0,0,0,0,0,0,0,0,0.07358932643100569
1514205400,PREpb,0,0,620300,642500,1,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
1515140700,ACTV,0,935300,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1515783200,PREpb,0,0,620300,642500,1,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
1540406900,ACTV,37544800,36853200,0,0,0,0,0,0,0,0,0,0,0,0.29527795672857227
1541062800,PREpb,0,0,633700,655900,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
1543735700,ACTV,56574000,56392200,0,0,0,0,0,0,0,0,0,0,0,0.5561706933692306
1544427000,PREpb,0,0,669200,691300,0,0,0,1,8,0.0,0.03125,0,0,-0.21946599565125405
1545255600,ACTV,0,828600,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
1545885100,PREpb,0,0,607400,629500,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
1545911700,ACTV,656100,26600,0,0,0,0,0,0,0,0,0,0,0,-0.21047078174263278
1546585500,PREpb,0,0,616100,673800,1,1,0,0,10,0.046875,0.0,1.0,0,-0.21946599565125405
