ABS_TIME,CMD,ACT_TO_ACT,PRE_TO_ACT,CMD_TO_PRE,ACT_TO_PRE,RD_16,RD_32,WR_16,WR_32,CMD_UTIL,OPEN_rdutil,OPEN_wrutil,OPENRD_distutil,OPENWR_distutil,Z_act2act
5958808100,ACTV,0,140932900,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
5958825800,ACTV,0,1392400,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
5959450500,PREpb,0,0,615800,642400,1,0,0,0,16,0.015625,0.0,0,0,-0.21946599565125405
5959813800,PREpb,0,0,615800,988000,2,0,1,0,4,0.03125,0.015625,1.0,0,-0.21946599565125405
5961423000,ACTV,0,1609200,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
5962393800,PREpb,0,0,651700,970800,1,0,1,0,10,0.015625,0.015625,0,0,-0.21946599565125405
5963391300,ACTV,38839100,38178800,0,0,0,0,0,0,0,0,0,0,0,0.31302297328386647
5964047300,PREpb,0,0,633900,656000,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
5964778500,ACTV,1387200,731200,0,0,0,0,0,0,0,0,0,0,0,-0.20044730835657423
5965319300,ACTV,59337200,58694600,0,0,0,0,0,0,0,0,0,0,0,0.594054514543293
5965390200,PREpb,0,0,589500,611700,1,0,0,0,12,0.015625,0.0,0,0,-0.21946599565125405
5965975100,PREpb,0,0,633600,655800,0,1,0,0,4,0.03125,0.0,0,0,-0.21946599565125405
5966808600,ACTV,39401700,1079945200,0,0,0,0,0,0,0,0,0,0,0,0.32073629037728263
5967437800,ACTV,0,1462700,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
5967974000,PREpb,0,0,186100,1165400,1,5,0,2,34,0.125,0.0,5.5,0,-0.21946599565125405
5968098200,PREpb,0,0,633900,660400,0,1,0,0,6,0.03125,0.0,0,0,-0.21946599565125405
5968235700,ACTV,0,261700,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
5968608100,ACTV,3829600,3217900,0,0,0,0,0,0,0,0,0,0,0,-0.16696169572067024
5968927300,PREpb,0,0,633900,691600,0,2,0,0,14,0.0625,0.0,1.0,0,-0.21946599565125405
5969264600,PREpb,0,0,634300,656500,0,1,0,0,4,0.03125,0.0,0,0,-0.21946599565125405
5970394700,ACTV,0,1130100,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
5971666800,PREpb,0,0,634000,1272100,0,2,0,0,10,0.0625,0.0,3.0,0,-0.21946599565125405
5974712200,ACTV,43045700,42403100,0,0,0,0,0,0,0,0,0,0,0,0.37069599085436833
5975580800,ACTV,5186100,3914000,0,0,0,0,0,0,0,0,0,0,0,-0.1483639093054214
5976223500,PREpb,0,0,620500,642700,1,0,0,0,12,0.015625,0.0,0,0,-0.21946599565125405
5976564700,ACTV,0,341200,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
5976955100,ACTV,0,8027800,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
5977531600,PREpb,0,0,651900,966900,1,0,1,0,14,0.015625,0.015625,0,0,-0.21946599565125405
5977580400,PREpb,0,0,603100,625300,0,1,0,0,4,0.03125,0.0,0,0,-0.21946599565125405
5978205500,ACTV,0,673900,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
5980594100,PREpb,0,0,651300,2388600,4,0,2,0,18,0.015625,0.015625,0.0,0.0,-0.21946599565125405
5981081800,ACTV,0,487700,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
5983067100,PREpb,0,0,651600,1985300,3,0,1,0,14,0.015625,0.015625,0.0,0,-0.21946599565125405
5983279700,ACTV,24471600,23829200,0,0,0,0,0,0,0,0,0,0,0,0.11604273272279927
5984419000,PREpb,0,0,634100,1139300,0,3,0,0,12,0.09375,0.0,1.0,0,-0.21946599565125405
5984671700,ACTV,0,252700,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
5985328100,PREpb,0,0,634200,656400,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
5989859000,PREpb,0,0,41694300,41721000,0,0,0,0,4,0.03125,0.0,0,0,-0.21946599565125405
5990404500,ACTV,13449400,12824100,0,0,0,0,0,0,0,0,0,0,0,-0.0350730221066557
5991370900,PREpb,0,0,651800,966400,1,0,1,0,10,0.015625,0.015625,0,0,-0.21946599565125405
5998125000,ACTV,7720500,6754100,0,0,0,0,0,0,0,0,0,0,0,-0.11361696504386104
5998142600,ACTV,30704800,30044400,0,0,0,0,0,0,0,0,0,0,0,0.20150069238629284
5998904900,PREpb,0,0,620600,762300,0,0,1,0,26,0.0,0.015625,0,0,-0.21946599565125405
5999609700,PREpb,0,0,673800,1484700,0,9,0,0,6,0.28125,0.0,1.0,0,-0.21946599565125405
6005931700,ACTV,7806700,6322000,0,0,0,0,0,0,0,0,0,0,0,-0.11243515215112647
6006623100,PREpb,0,0,669300,691400,0,0,0,1,18,0.0,0.03125,0,0,-0.21946599565125405
6010359100,ACTV,29277300,27292000,0,0,0,0,0,0,0,0,0,0,0,0.18192948699907005
6011014700,PREpb,0,0,633500,655600,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
6013585800,ACTV,65447800,23726800,0,0,0,0,0,0,0,0,0,0,0,0.6778316127143358
6018665900,ACTV,20523300,19761000,0,0,0,0,0,0,0,0,0,0,0,0.06191104079259142
6019322100,PREpb,0,0,634000,656200,0,1,0,0,14,0.03125,0.0,0,0,-0.21946599565125405
6023210900,ACTV,4545000,3888800,0,0,0,0,0,0,0,0,0,0,0,-0.15715347131855523
6024008700,PREpb,0,0,633800,797800,0,4,0,0,28,0.125,0.0,4.666666666666667,0,-0.21946599565125405
6024035200,ACTV,0,26500,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6024691200,PREpb,0,0,633700,656000,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
6026880200,ACTV,2845000,2189000,0,0,0,0,0,0,0,0,0,0,0,-0.1804606861404668
6050644900,ACTV,40285800,39630200,0,0,0,0,0,0,0,0,0,0,0,0.3328574130973132
6051371700,PREpb,0,0,633800,726800,0,3,0,0,26,0.09375,0.0,2.0,0,-0.21946599565125405
6058627000,ACTV,97204000,96233200,0,0,0,0,0,0,0,0,0,0,0,1.1132131276129167
6059092500,ACTV,32212300,34401300,0,0,0,0,0,0,0,0,0,0,0,0.22216870788278206
6059788600,PREpb,0,0,1139400,1161600,0,1,0,0,32,0.03125,0.0,0,0,-0.21946599565125405
6059868400,PREpb,0,0,629600,775900,0,9,0,0,4,0.09375,0.0,1.0,0,-0.21946599565125405
6078434600,ACTV,19342100,18566200,0,0,0,0,0,0,0,0,0,0,0,0.04571663952927264
6079711000,PREpb,0,0,633600,1276400,0,8,0,0,26,0.25,0.0,1.7142857142857142,0,-0.21946599565125405
6080951400,ACTV,22324400,21162800,0,0,0,0,0,0,0,0,0,0,0,0.08660434939008842
6092046600,ACTV,117334400,159737500,0,0,0,0,0,0,0,0,0,0,0,1.3892034554076274
6092077700,PREpb,0,0,13000300,13643100,0,0,0,0,22,0.25,0.0,1.7142857142857142,0,-0.21946599565125405
6092702800,PREpb,0,0,634100,656200,1,1,0,0,4,0.03125,0.0,0,0,-0.21946599565125405
6105725500,ACTV,195316100,194624300,0,0,0,0,0,0,0,0,0,0,0,2.4583424166298977
6106381800,PREpb,0,0,634100,656300,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
6109405100,ACTV,58760200,58033400,0,0,0,0,0,0,0,0,0,0,0,0.5861437716302089
6110061200,PREpb,0,0,633800,656100,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
6110460300,ACTV,0,399100,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6111178400,PREpb,0,0,625100,718100,0,1,0,1,10,0.03125,0.03125,0,0,-0.21946599565125405
6111293700,ACTV,30342300,51505100,0,0,0,0,0,0,0,0,0,0,0,0.19653077157867935
6111949700,PREpb,0,0,634000,656000,0,4,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
6118926700,ACTV,7633000,6977000,0,0,0,0,0,0,0,0,0,0,0,-0.11481660110087119
6119019700,PREpb,0,0,35500,93000,0,2,0,0,10,0.0625,0.0,2.0,0,-0.21946599565125405
6119046300,ACTV,119600,26600,0,0,0,0,0,0,0,0,0,0,0,-0.21782626453790074
6119737600,PREpb,0,0,669100,691300,0,0,0,1,8,0.0,0.03125,0,0,-0.21946599565125405
6120717800,ACTV,0,114094700,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6121396000,PREpb,0,0,620500,678200,0,4,0,0,10,0.0625,0.0,1.0,0,-0.21946599565125405
6122593000,ACTV,1875200,1197000,0,0,0,0,0,0,0,0,0,0,0,-0.19375676669004901
6123248600,PREpb,0,0,633500,655600,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
6124449800,ACTV,13989500,13271400,0,0,0,0,0,0,0,0,0,0,0,-0.027668182856470745
6125105400,PREpb,0,0,633500,655600,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
6130309300,ACTV,145637600,144981200,0,0,0,0,0,0,0,0,0,0,0,1.777243903964996
6130686200,ACTV,24960700,24304400,0,0,0,0,0,0,0,0,0,0,0,0.12274835552832689
6130752700,ACTV,11706400,11015100,0,0,0,0,0,0,0,0,0,0,0,-0.05896977236229796
6130934600,PREpb,0,0,603200,625300,0,1,0,0,20,0.03125,0.0,0,0,-0.21946599565125405
6133470900,ACTV,2718200,13733300,0,0,0,0,0,0,0,0,0,0,0,-0.18219913016365408
6134313200,PREpb,0,0,634000,842300,0,5,0,0,22,0.125,0.0,2.3333333333333335,0,-0.21946599565125405
6135700000,ACTV,2229100,1386800,0,0,0,0,0,0,0,0,0,0,0,-0.1889047529691817
6136355900,PREpb,0,0,633700,655900,0,1,0,0,16,0.03125,0.0,0,0,-0.21946599565125405
6426597300,ACTV,304004300,303348700,0,0,0,0,0,0,0,0,0,0,0,3.948471373104537
6427599500,PREpb,0,0,669800,1002200,0,1,0,1,10,0.03125,0.03125,0,0,-0.21946599565125405
6436854500,ACTV,0,446995500,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6437807400,PREpb,0,0,651500,952900,3,0,3,0,14,0.03125,0.03125,1.0,1.0,-0.21946599565125405
6458685100,ACTV,0,31085600,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6459687500,PREpb,0,0,669800,1002400,0,1,0,1,14,0.03125,0.03125,0,0,-0.21946599565125405
6465826200,ACTV,341376400,340720800,0,0,0,0,0,0,0,0,0,0,0,4.460847586660985
6466482400,PREpb,0,0,634100,656200,0,1,0,0,18,0.03125,0.0,0,0,-0.21946599565125405
6467892300,ACTV,0,1409900,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6468548300,PREpb,0,0,633800,656000,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
6473073300,ACTV,342764000,342138700,0,0,0,0,0,0,0,0,0,0,0,4.479871758006211
6476986700,ACTV,346300500,370604900,0,0,0,0,0,0,0,0,0,0,0,4.52835761989897
6477004500,ACTV,9112200,8456200,0,0,0,0,0,0,0,0,0,0,0,-0.09453658218053498
6478933800,ACTV,0,372552000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6479013700,ACTV,0,10465400,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6479558900,PREpb,0,0,602800,625100,0,5,0,0,38,0.03125,0.0,0,0,-0.21946599565125405
6479576700,ACTV,42722200,41769300,0,0,0,0,0,0,0,0,0,0,0,0.3662607649750222
6479625500,PREpb,0,0,585300,611800,2,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
6480232800,PREpb,0,0,633900,656100,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
6481035100,ACTV,0,1409600,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6481052800,ACTV,0,1493900,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6481775300,PREpb,0,0,669400,722500,0,0,0,1,14,0.0,0.03125,0,0,-0.21946599565125405
6482001400,PREpb,0,0,651900,966300,1,0,1,0,4,0.015625,0.015625,0,0,-0.21946599565125405
6482054700,ACTV,0,53300,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6482072400,ACTV,0,297100,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6482139000,ACTV,9065700,351204400,0,0,0,0,0,0,0,0,0,0,0,-0.09517410305654608
6482697600,PREpb,0,0,616300,642900,1,0,0,0,16,0.015625,0.0,0,0,-0.21946599565125405
6482710900,PREpb,0,0,611900,638500,0,1,0,0,4,0.03125,0.0,0,0,-0.21946599565125405
6485770300,ACTV,0,3072700,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6485788100,ACTV,0,3077200,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6486412900,PREpb,0,0,616000,642600,1,0,0,0,12,0.015625,0.0,0,0,-0.21946599565125405
6486426100,PREpb,0,0,611500,638000,0,1,0,0,4,0.03125,0.0,0,0,-0.21946599565125405
6487809400,ACTV,0,1396500,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6487827100,ACTV,0,1401000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6488811400,PREpb,0,0,598600,1002000,2,0,1,0,18,0.015625,0.015625,0.0,0,-0.21946599565125405
6488824700,PREpb,0,0,647300,997600,0,1,0,1,4,0.03125,0.03125,0,0,-0.21946599565125405
6489999200,ACTV,0,1187800,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6490016900,ACTV,0,1192200,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6491798600,ACTV,0,2987200,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6491816400,ACTV,0,2991700,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6493599100,ACTV,0,4787700,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6493616800,ACTV,0,4792100,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6495425800,ACTV,0,6614400,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6495443500,ACTV,0,6618800,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6496072900,PREpb,0,0,602800,629400,0,4,0,0,48,0.03125,0.0,0,0,-0.21946599565125405
6497225300,ACTV,0,8413900,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6497243100,ACTV,0,1170200,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6497868100,PREpb,0,0,616200,642800,5,0,0,0,12,0.015625,0.0,0,0,-0.21946599565125405
6497881400,PREpb,0,0,611700,638300,0,1,0,0,4,0.03125,0.0,0,0,-0.21946599565125405
6499025100,ACTV,0,1157000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6499042800,ACTV,0,1161400,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6499060500,ACTV,19483800,18827700,0,0,0,0,0,0,0,0,0,0,0,0.0476593644353108
6499667600,PREpb,0,0,616000,642500,1,0,0,0,18,0.015625,0.0,0,0,-0.21946599565125405
6499680900,PREpb,0,0,611500,638100,0,1,0,0,4,0.03125,0.0,0,0,-0.21946599565125405
6500062200,PREpb,0,0,939700,1001700,2,0,0,0,4,0.03125,0.0,1.0,0,-0.21946599565125405
6501701700,ACTV,0,1639500,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6502308600,PREpb,0,0,3257000,3283500,0,0,0,0,12,0.015625,0.0,0,0,-0.21946599565125405
6502321900,PREpb,0,0,611300,3279100,0,1,0,0,4,0.0625,0.0,3.0,0,-0.21946599565125405
6502689900,PREpb,0,0,651500,988200,1,0,1,0,4,0.015625,0.015625,0,0,-0.21946599565125405
6503727100,ACTV,0,1405200,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6503744800,ACTV,0,1436200,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6504427600,PREpb,0,0,673900,700500,0,0,0,1,14,0.0,0.03125,0,0,-0.21946599565125405
6509232400,ACTV,373532400,372876500,0,0,0,0,0,0,0,0,0,0,0,4.901710410080624
6510216300,PREpb,0,0,669200,983900,1,0,0,1,10,0.015625,0.03125,0,0,-0.21946599565125405
6510562000,PREpb,0,0,6808300,6834900,0,0,0,0,4,0.0,0.03125,0,0,-0.21946599565125405
6513563000,ACTV,421516400,420860200,0,0,0,0,0,0,0,0,0,0,0,5.5595771136186265
6515806200,ACTV,0,423103400,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6516710300,PREpb,0,0,881900,904100,2,0,0,0,26,0.015625,0.0,0,0,-0.21946599565125405
6517082800,PREpb,0,0,651800,58397700,0,0,2,0,4,0.03125,0.0625,0,11.75,-0.21946599565125405
6518838300,ACTV,60153200,1755500,0,0,0,0,0,0,0,0,0,0,0,0.6052419776578105
6519817700,PREpb,0,0,651500,979400,2,0,2,0,14,0.03125,0.03125,1.0,1.0,-0.21946599565125405
6519866400,PREpb,0,0,16112700,16139300,0,0,0,0,4,0.0,0.03125,0,0,-0.21946599565125405
6521200800,ACTV,17473700,1334400,0,0,0,0,0,0,0,0,0,0,0,0.020100639427355266
6521856700,PREpb,0,0,633800,655900,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
6529351900,ACTV,27650200,26662000,0,0,0,0,0,0,0,0,0,0,0,0.15962174038922755
6529369700,ACTV,20137300,19153400,0,0,0,0,0,0,0,0,0,0,0,0.056618932015380916
6530118800,PREpb,0,0,633800,766900,0,3,0,0,24,0.09375,0.0,2.0,0,-0.21946599565125405
6531465800,ACTV,0,21249500,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6533602500,PREpb,0,0,616400,2136700,8,0,0,0,12,0.03125,0.0,0.5,0,-0.21946599565125405
6534267800,ACTV,0,665300,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6534910600,PREpb,0,0,620600,642800,1,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
6535655500,ACTV,0,15837800,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6536634600,PREpb,0,0,651200,979100,2,0,2,0,14,0.03125,0.03125,1.0,1.0,-0.21946599565125405
6541381600,PREpb,0,0,7091600,7113800,0,0,0,0,4,0.015625,0.0,0,0,-0.21946599565125405
6541408300,ACTV,7140500,26700,0,0,0,0,0,0,0,0,0,0,0,-0.12156883833604262
6541452600,PREpb,0,0,22200,44300,1,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
6541479100,ACTV,70800,26500,0,0,0,0,0,0,0,0,0,0,0,-0.21849531870455327
6542121900,PREpb,0,0,620500,642800,1,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
6544108000,ACTV,0,1986100,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6544205600,PREpb,0,0,75500,97600,1,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
6544232200,ACTV,124200,26600,0,0,0,0,0,0,0,0,0,0,0,-0.21776319795661792
6544875100,PREpb,0,0,620700,642900,1,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
6546670400,ACTV,0,1795300,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6546896200,PREpb,0,0,199200,225800,1,0,0,0,12,0.015625,0.0,0,0,-0.21946599565125405
6546922900,ACTV,252500,26700,0,0,0,0,0,0,0,0,0,0,0,-0.2160041887438819
6546980600,PREpb,0,0,35500,57700,1,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
6547007100,ACTV,84200,26500,0,0,0,0,0,0,0,0,0,0,0,-0.21831160301125113
6547246500,PREpb,0,0,17800,239400,1,0,1,0,14,0.015625,0.015625,0,0,-0.21946599565125405
6547273000,ACTV,265900,26500,0,0,0,0,0,0,0,0,0,0,0,-0.21582047305057978
6547525800,PREpb,0,0,230600,252800,0,1,0,0,10,0.03125,0.0,0,0,-0.21946599565125405
6549033200,ACTV,470598600,456955500,0,0,0,0,0,0,0,0,0,0,0,6.2325002779315835
6549724600,PREpb,0,0,669300,691400,0,0,0,1,14,0.0,0.03125,0,0,-0.21946599565125405
6550881900,ACTV,21530000,20763100,0,0,0,0,0,0,0,0,0,0,0,0.0757130250050728
6551413800,ACTV,4140800,3888000,0,0,0,0,0,0,0,0,0,0,0,-0.16269510439562385
6551458100,PREpb,0,0,22100,44300,1,0,0,0,12,0.015625,0.0,0,0,-0.21946599565125405
6551484700,ACTV,70900,26600,0,0,0,0,0,0,0,0,0,0,0,-0.21849394769191668
6553692200,ACTV,0,2234100,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6553878300,PREpb,0,0,164000,186100,0,1,0,1,12,0.0,0.03125,0,0,-0.21946599565125405
6553905000,ACTV,212800,26700,0,0,0,0,0,0,0,0,0,0,0,-0.21654848076060534
6554578800,PREpb,0,0,651700,673800,0,0,1,0,8,0.0,0.015625,0,0,-0.21946599565125405
6558062900,ACTV,0,3484100,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6558080700,ACTV,0,21446100,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6558111700,PREpb,0,0,22200,48800,1,0,0,0,12,0.015625,0.0,0,0,-0.21946599565125405
6558138200,ACTV,75300,26500,0,0,0,0,0,0,0,0,0,0,0,-0.21843362313590703
6559037900,PREpb,0,0,651400,957200,2,0,2,0,14,0.03125,0.03125,1.0,1.0,-0.21946599565125405
6560181700,ACTV,2043500,2070000,0,0,0,0,0,0,0,0,0,0,0,-0.19144935242267977
6560239400,PREpb,0,0,35500,57700,1,1,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
6560266000,ACTV,84300,26600,0,0,0,0,0,0,0,0,0,0,0,-0.21831023199861455
6561201400,PREpb,0,0,913300,935400,0,0,0,1,8,0.0,0.03125,0,0,-0.21946599565125405
6561830600,ACTV,0,2792700,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6562783600,PREpb,0,0,651600,953000,2,0,2,0,22,0.03125,0.03125,1.0,1.0,-0.21946599565125405
6565066800,ACTV,0,48356500,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6565709600,PREpb,0,0,620600,642800,1,0,0,0,16,0.015625,0.0,0,0,-0.21946599565125405
6567084000,PREpb,0,0,45861100,45883200,0,0,0,0,4,0.03125,0.0,0,0,-0.21946599565125405
6576338800,ACTV,16072800,15137400,0,0,0,0,0,0,0,0,0,0,0,8.941234014635654E-4
6576383000,PREpb,0,0,22000,44200,1,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
6576409600,ACTV,70800,26600,0,0,0,0,0,0,0,0,0,0,0,-0.21849531870455327
6577065300,PREpb,0,0,633600,655700,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
6578293100,PREpb,0,0,1861400,1883500,0,0,0,0,4,0.03125,0.0,0,0,-0.21946599565125405
6578319700,ACTV,0,26600,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6578940200,PREpb,0,0,598400,620500,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
6578966900,ACTV,647200,26700,0,0,0,0,0,0,0,0,0,0,0,-0.21059280186728865
6579951000,PREpb,0,0,962000,984100,1,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
6580332300,ACTV,1365400,381300,0,0,0,0,0,0,0,0,0,0,0,-0.20074618911134934
6580602800,PREpb,0,0,159600,270500,1,0,0,1,10,0.015625,0.03125,0,0,-0.21946599565125405
6580629400,ACTV,0,26600,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6580722500,PREpb,0,0,17700,93100,1,0,1,0,10,0.015625,0.015625,0,0,-0.21946599565125405
6580749100,ACTV,119700,26600,0,0,0,0,0,0,0,0,0,0,0,-0.21782489352526416
6581405400,PREpb,0,0,634100,656300,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
6582770300,ACTV,0,1364900,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6582925500,PREpb,0,0,71000,155200,0,1,0,1,10,0.03125,0.03125,0,0,-0.21946599565125405
6582952100,ACTV,0,26600,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6583009700,PREpb,0,0,35500,57600,0,1,0,0,8,0.03125,0.0,0,0,-0.21946599565125405
6583036300,ACTV,84200,26600,0,0,0,0,0,0,0,0,0,0,0,-0.21831160301125113
6583989700,PREpb,0,0,638600,953400,1,0,1,0,16,0.015625,0.015625,0,0,-0.21946599565125405
6585567700,ACTV,2531400,1578000,0,0,0,0,0,0,0,0,0,0,0,-0.18476018176879117
6586782200,PREpb,0,0,669300,1214500,0,1,0,2,22,0.03125,0.0625,0,6.0,-0.21946599565125405
6588395500,ACTV,2827800,1613300,0,0,0,0,0,0,0,0,0,0,0,-0.18069650031395906
6588453100,PREpb,0,0,35500,57600,1,0,0,0,8,0.015625,0.0,0,0,-0.21946599565125405
6588479700,ACTV,84200,26600,0,0,0,0,0,0,0,0,0,0,0,-0.21831160301125113
6589171300,PREpb,0,0,669400,691600,0,0,0,1,8,0.0,0.03125,0,0,-0.21946599565125405
6590293000,ACTV,1813300,1121700,0,0,0,0,0,0,0,0,0,0,0,-0.19460542351209392
6593333000,PREpb,0,0,616300,3040000,3,0,1,0,14,0.03125,0.015625,1.0,0,-0.21946599565125405
6595717600,PREpb,0,0,651600,5424600,0,0,1,0,6,0.03125,0.015625,1.0,0.0,-0.21946599565125405
6597007600,ACTV,114868600,466073000,0,0,0,0,0,0,0,0,0,0,0,1.355397025814763
6597663300,PREpb,0,0,633500,655700,0,1,0,4,8,0.03125,0.0,0,0,-0.21946599565125405
6598430000,ACTV,0,2712400,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6598541000,ACTV,0,877700,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6598988800,PREpb,0,0,425600,447800,0,1,0,0,12,0.03125,0.0,0,0,-0.21946599565125405
6599064200,PREpb,0,0,611900,634200,1,0,0,0,6,0.015625,0.0,0,0,-0.21946599565125405
6600301200,ACTV,0,1237000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6600944400,PREpb,0,0,621000,643200,1,0,0,0,22,0.015625,0.0,0,0,-0.21946599565125405
6602389800,ACTV,0,1445400,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6603377800,PREpb,0,0,615900,988000,2,0,1,0,12,0.03125,0.015625,1.0,0,-0.21946599565125405
6604818200,ACTV,0,1440400,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6607593200,ACTV,56711300,77474400,0,0,0,0,0,0,0,0,0,0,0,0.5580530937192592
6607712900,PREpb,0,0,4951000,2894700,0,0,0,0,10,0.0,0.0,0,0,-0.21946599565125405
6608249000,PREpb,0,0,633700,655800,0,1,0,1,4,0.03125,0.0,0,0,-0.21946599565125405
6609148900,ACTV,0,1436000,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6610133100,PREpb,0,0,616400,984200,2,0,1,0,12,0.03125,0.015625,1.0,0,-0.21946599565125405
6611631500,ACTV,0,1498400,0,0,0,0,0,0,0,0,0,0,0,-0.21946599565125405
6612597800,PREpb,0,0,651500,966300,1,0,1,0,10,0.015625,0.015625,0,0,-0.21946599565125405
6616041300,ACTV,54210700,53257700,0,0,0,0,0,0,0,0,0,0,0,0.5237695517288639
6618147000,PREpb,0,0,633700,2105700,0,6,0,0,26,0.15625,0.0,4.4,0,-0.21946599565125405
6619716700,PREpb,0,0,115595000,115971900,1,0,1,0,4,0.015625,0.015625,0,0,-0.21946599565125405
6619871800,ACTV,116127000,155100,0,0,0,0,0,0,0,0,0,0,0,1.372649848833524
